!-----------------------------------------------------																				
!Lake Erie 2002-14																		
!Inflow	(Maumee	River)																		
!File prepared by LL																	
!-----------------------------------------------------																				
22	data	sets																			
0	seconds	between	data																		
2010059.500	107.67	0.10	0.068	12.219	0.000	14.551	0.074	0.005	0.030	0.025	0.020	4.47	0.740	0.317	2.000	0.200	5.289	0.100	0.720	0.140	0.020	0.020
2010060.167	103.94	0.07	0.068	9.461	0.000	14.564	0.065	0.005	0.028	0.023	0.020	4.17	0.698	0.299	2.000	0.200	4.989	0.100	0.720	0.140	0.020	0.020
2010060.417	104.87	0.10	0.068	10.784	0.000	14.551	0.061	0.004	0.031	0.026	0.020	4.13	0.695	0.298	2.000	0.200	4.967	0.100	0.720	0.140	0.020	0.020
2010060.500	105.81	0.10	0.068	13.539	0.000	14.551	0.066	0.005	0.032	0.027	0.020	3.79	0.741	0.318	2.000	0.200	5.296	0.100	0.720	0.140	0.020	0.020
2010061.500	189.63	0.10	0.068	27.223	0.000	14.551	0.063	0.005	0.035	0.031	0.020	4.90	0.871	0.373	2.000	0.200	6.219	0.100	0.720	0.140	0.020	0.020
2010062.500	281.22	0.10	0.068	34.331	0.000	14.551	0.063	0.005	0.043	0.038	0.020	5.52	0.978	0.419	2.000	0.200	6.987	0.100	0.720	0.140	0.020	0.020
2010063.500	331.35	0.10	0.068	42.616	0.000	14.551	0.079	0.006	0.051	0.045	0.020	5.63	0.988	0.424	2.000	0.200	7.059	0.100	0.720	0.140	0.020	0.020
2010064.500	321.44	0.10	0.068	41.548	0.000	14.551	0.061	0.004	0.054	0.050	0.020	6.34	1.088	0.466	2.000	0.200	7.772	0.100	0.720	0.140	0.020	0.020
2010065.500	329.93	0.10	0.068	45.279	0.000	14.551	0.064	0.005	0.056	0.052	0.020	6.67	1.115	0.478	2.000	0.200	7.962	0.100	0.720	0.140	0.020	0.020
2010066.500	344.10	0.10	0.068	47.483	0.000	14.551	0.069	0.005	0.063	0.058	0.020	7.03	1.167	0.500	2.000	0.200	8.338	0.100	0.720	0.140	0.020	0.020
2010067.167	348.34	1.59	0.068	62.562	0.000	13.981	0.065	0.005	0.077	0.072	0.020	7.04	1.173	0.503	2.000	0.200	8.381	0.100	0.720	0.140	0.020	0.020
2010067.417	356.84	0.42	0.068	56.256	0.000	14.424	0.079	0.006	0.081	0.075	0.020	7.13	1.481	0.635	2.000	0.200	10.577	0.100	0.720	0.140	0.020	0.020
2010067.500	358.26	0.10	0.068	39.934	0.000	14.551	0.072	0.005	0.082	0.076	0.020	7.29	1.305	0.559	2.000	0.200	9.323	0.100	0.720	0.140	0.020	0.020
2010068.500	369.58	0.57	0.068	43.704	0.000	14.367	0.075	0.005	0.079	0.074	0.020	7.20	1.324	0.568	2.000	0.200	9.460	0.100	0.720	0.140	0.020	0.020
2010069.500	453.13	2.99	0.068	45.989	0.000	13.470	0.076	0.005	0.080	0.074	0.020	6.84	1.241	0.532	2.000	0.200	8.864	0.100	0.720	0.140	0.020	0.020
2010070.500	500.14	2.70	0.068	76.545	0.000	13.573	0.083	0.006	0.091	0.085	0.020	7.13	1.259	0.540	2.000	0.200	8.995	0.100	0.720	0.140	0.020	0.020
2010071.500	526.76	5.86	0.068	87.757	0.000	12.507	0.078	0.006	0.097	0.092	0.020	7.19	1.243	0.533	2.000	0.200	8.882	0.100	0.720	0.140	0.020	0.020
2010071.833	494.19	7.83	0.068	97.523	0.000	11.905	0.078	0.006	0.105	0.100	0.020	7.13	1.251	0.536	2.000	0.200	8.934	0.100	0.720	0.140	0.020	0.020
2010072.167	494.19	5.99	0.068	91.338	0.000	12.466	0.077	0.006	0.102	0.097	0.020	7.40	1.284	0.550	2.000	0.200	9.172	0.100	0.720	0.140	0.020	0.020
2010072.500	512.04	4.09	0.068	114.790	0.000	13.089	0.080	0.006	0.116	0.110	0.020	7.23	1.268	0.543	2.000	0.200	9.055	0.100	0.720	0.140	0.020	0.020
2010072.833	645.14	5.70	0.068	143.970	0.000	12.557	0.078	0.006	0.146	0.141	0.020	7.01	1.256	0.538	2.000	0.200	8.974	0.100	0.720	0.140	0.020	0.020
2010073.167	761.26	5.28	0.068	197.200	0.000	12.692	0.079	0.006	0.196	0.191	0.020	6.92	1.257	0.539	2.000	0.200	8.981	0.100	0.720	0.140	0.020	0.020
2010073.500	834.61	4.91	0.068	234.710	0.000	12.814	0.084	0.006	0.224	0.218	0.020	6.83	1.276	0.547	2.000	0.200	9.113	0.100	0.720	0.140	0.020	0.020
2010073.833	872.27	5.51	0.068	263.620	0.000	12.619	0.080	0.006	0.236	0.231	0.020	6.64	1.274	0.546	2.000	0.200	9.098	0.100	0.720	0.140	0.020	0.020
2010074.167	858.40	4.95	0.068	277.670	0.000	12.801	0.077	0.006	0.261	0.255	0.020	6.31	1.230	0.527	2.000	0.200	8.784	0.100	0.720	0.140	0.020	0.020
2010074.417	854.43	3.47	0.068	309.630	0.000	13.302	0.078	0.006	0.257	0.251	0.020	6.67	1.302	0.558	2.000	0.200	9.301	0.100	0.720	0.140	0.020	0.020
2010074.500	842.54	3.10	0.068	308.280	0.000	13.431	0.068	0.005	0.264	0.259	0.020	6.20	1.261	0.540	2.000	0.200	9.004	0.100	0.720	0.140	0.020	0.020
2010074.833	785.05	7.64	0.068	254.070	0.000	11.960	0.072	0.005	0.237	0.232	0.020	6.20	1.243	0.533	2.000	0.200	8.881	0.100	0.720	0.140	0.020	0.020
2010075.167	754.18	5.43	0.068	234.580	0.000	12.646	0.073	0.005	0.214	0.208	0.020	6.02	1.177	0.505	2.000	0.200	8.410	0.100	0.720	0.140	0.020	0.020
2010075.500	714.25	4.36	0.068	192.140	0.000	12.997	0.076	0.006	0.192	0.187	0.020	5.82	1.099	0.471	2.000	0.200	7.853	0.100	0.720	0.140	0.020	0.020
2010075.833	643.44	7.73	0.068	164.020	0.000	11.934	0.090	0.006	0.174	0.168	0.020	5.73	1.114	0.477	2.000	0.200	7.958	0.100	0.720	0.140	0.020	0.020
2010076.167	616.26	8.22	0.068	141.450	0.000	11.790	0.086	0.006	0.162	0.156	0.020	5.70	1.090	0.467	2.000	0.200	7.785	0.100	0.720	0.140	0.020	0.020
2010076.500	577.17	6.79	0.068	126.960	0.000	12.217	0.089	0.006	0.150	0.143	0.020	6.17	1.121	0.481	2.000	0.200	8.010	0.100	0.720	0.140	0.020	0.020
2010076.833	500.14	8.93	0.068	105.910	0.000	11.588	0.089	0.006	0.139	0.132	0.020	5.67	1.026	0.440	2.000	0.200	7.327	0.100	0.720	0.140	0.020	0.020
2010077.167	464.46	9.89	0.068	88.541	0.000	11.323	0.073	0.005	0.136	0.130	0.020	5.60	1.009	0.433	2.000	0.200	7.210	0.100	0.720	0.140	0.020	0.020
2010077.500	439.54	6.06	0.068	82.706	0.000	12.444	0.087	0.006	0.121	0.115	0.020	5.38	0.985	0.422	2.000	0.200	7.037	0.100	0.720	0.140	0.020	0.020
2010078.500	373.83	6.34	0.068	81.406	0.000	12.356	0.078	0.006	0.107	0.102	0.020	5.33	0.940	0.403	2.000	0.200	6.714	0.100	0.720	0.140	0.020	0.020
2010079.500	262.25	5.85	0.068	82.866	0.000	12.510	0.082	0.006	0.094	0.088	0.020	5.18	0.915	0.392	2.000	0.200	6.535	0.100	0.720	0.140	0.020	0.020
2010080.500	207.70	3.71	0.068	80.627	0.000	13.219	0.077	0.006	0.088	0.082	0.020	4.84	0.842	0.361	2.000	0.200	6.017	0.100	0.720	0.140	0.020	0.020
2010081.167	179.27	7.54	0.068	69.613	0.000	11.992	0.079	0.006	0.079	0.073	0.020	4.67	0.827	0.354	2.000	0.200	5.904	0.100	0.720	0.140	0.020	0.020
2010081.417	170.21	5.93	0.068	79.777	0.000	12.485	0.070	0.005	0.087	0.082	0.020	4.57	0.809	0.347	2.000	0.200	5.782	0.100	0.720	0.140	0.020	0.020
2010081.500	165.68	5.59	0.068	84.693	0.000	12.593	0.082	0.006	0.080	0.074	0.020	4.66	0.834	0.357	2.000	0.200	5.957	0.100	0.720	0.140	0.020	0.020
2010082.500	137.35	4.50	0.068	40.603	0.000	12.950	0.080	0.006	0.055	0.050	0.020	4.66	0.825	0.354	2.000	0.200	5.892	0.100	0.720	0.140	0.020	0.020
2010083.500	179.27	2.00	0.068	42.000	0.000	13.827	0.072	0.005	0.053	0.048	0.020	4.86	0.842	0.361	2.000	0.200	6.015	0.100	0.720	0.140	0.020	0.020
2010084.500	193.20	8.30	0.068	43.259	0.000	11.768	0.064	0.005	0.051	0.046	0.020	4.70	0.814	0.349	2.000	0.200	5.815	0.100	0.720	0.140	0.020	0.020
2010085.500	217.62	0.10	0.068	44.444	0.000	14.551	0.055	0.004	0.044	0.040	0.020	5.45	0.913	0.391	2.000	0.200	6.524	0.100	0.720	0.140	0.020	0.020
2010086.500	279.95	0.10	0.068	51.391	0.000	14.551	0.055	0.004	0.068	0.064	0.020	5.46	0.932	0.399	2.000	0.200	6.656	0.100	0.720	0.140	0.020	0.020
2010087.500	265.02	3.90	0.068	52.475	0.000	13.153	0.058	0.004	0.065	0.061	0.020	5.39	0.912	0.391	2.000	0.200	6.513	0.100	0.720	0.140	0.020	0.020
2010088.167	358.26	5.90	0.068	111.700	0.000	12.493	0.063	0.005	0.119	0.114	0.020	5.40	0.962	0.412	2.000	0.200	6.869	0.100	0.720	0.140	0.020	0.020
2010088.417	536.39	3.10	0.068	298.100	0.000	13.430	0.056	0.004	0.247	0.243	0.020	5.89	1.158	0.496	2.000	0.200	8.274	0.100	0.720	0.140	0.020	0.020
2010088.500	568.68	2.00	0.068	184.140	0.000	13.827	0.047	0.003	0.177	0.174	0.020	6.61	1.253	0.537	2.000	0.200	8.948	0.100	0.720	0.140	0.020	0.020
2010088.833	696.40	9.00	0.068	231.630	0.000	11.568	0.051	0.004	0.222	0.218	0.020	6.54	1.272	0.545	2.000	0.200	9.085	0.100	0.720	0.140	0.020	0.020
2010089.167	750.21	1.81	0.068	238.270	0.000	13.899	0.061	0.004	0.217	0.213	0.020	6.52	1.207	0.517	2.000	0.200	8.624	0.100	0.720	0.140	0.020	0.020
2010089.500	726.14	0.10	0.068	349.040	0.000	14.551	0.064	0.005	0.281	0.276	0.020	5.90	1.210	0.519	2.000	0.200	8.644	0.100	0.720	0.140	0.020	0.020
2010089.833	636.65	8.52	0.068	338.430	0.000	11.704	0.066	0.005	0.282	0.277	0.020	5.84	1.176	0.504	2.000	0.200	8.401	0.100	0.720	0.140	0.020	0.020
2010090.167	585.67	4.90	0.068	233.230	0.000	12.817	0.053	0.004	0.263	0.259	0.020	5.62	1.117	0.479	2.000	0.200	7.981	0.100	0.720	0.140	0.020	0.020
2010090.500	529.60	4.80	0.068	219.720	0.000	12.851	0.054	0.004	0.225	0.221	0.020	5.51	1.081	0.463	2.000	0.200	7.718	0.100	0.720	0.140	0.020	0.020
2010090.833	451.43	17.90	0.068	187.410	0.000	9.462	0.072	0.005	0.199	0.194	0.020	5.63	1.081	0.463	2.000	0.200	7.724	0.100	0.720	0.140	0.020	0.020
2010091.167	415.18	13.99	0.068	164.000	0.000	10.298	0.065	0.005	0.182	0.177	0.020	5.62	1.077	0.461	2.000	0.200	7.690	0.100	0.720	0.140	0.020	0.020
2010092.500	230.25	13.71	0.068	111.110	0.000	10.362	0.080	0.006	0.133	0.127	0.020	5.54	0.983	0.421	2.000	0.200	7.024	0.100	0.720	0.140	0.020	0.020
2010093.500	182.67	14.95	0.068	183.080	0.000	10.080	0.078	0.006	0.158	0.152	0.020	5.45	1.017	0.436	2.000	0.200	7.262	0.100	0.720	0.140	0.020	0.020
2010094.500	140.41	11.48	0.068	74.534	0.000	10.905	0.072	0.005	0.100	0.095	0.020	5.41	0.929	0.398	2.000	0.200	6.636	0.100	0.720	0.140	0.020	0.020
2010095.167	119.82	15.84	0.068	63.420	0.000	9.887	0.066	0.005	0.084	0.079	0.020	5.40	0.918	0.393	2.000	0.200	6.554	0.100	0.720	0.140	0.020	0.020
2010095.417	119.82	12.27	0.068	54.376	0.000	10.707	0.077	0.006	0.076	0.070	0.020	5.15	0.867	0.372	2.000	0.200	6.193	0.100	0.720	0.140	0.020	0.020
2010095.500	120.76	12.09	0.068	55.415	0.000	10.751	0.063	0.005	0.083	0.078	0.020	5.37	0.922	0.395	2.000	0.200	6.584	0.100	0.720	0.140	0.020	0.020
2010096.500	86.66	14.88	0.068	129.060	0.000	10.095	0.065	0.005	0.107	0.102	0.020	5.58	1.013	0.434	2.000	0.200	7.238	0.100	0.720	0.140	0.020	0.020
2010097.500	71.82	15.38	0.068	47.114	0.000	9.985	0.052	0.004	0.061	0.057	0.020	5.17	0.893	0.383	2.000	0.200	6.379	0.100	0.720	0.140	0.020	0.020
2010098.167	127.44	17.73	0.068	132.030	0.000	9.497	0.068	0.005	0.132	0.127	0.020	4.98	0.951	0.407	2.000	0.200	6.791	0.100	0.720	0.140	0.020	0.020
2010098.500	415.18	14.69	0.068	205.540	0.000	10.138	0.067	0.005	0.184	0.179	0.020	5.73	1.161	0.498	2.000	0.200	8.294	0.100	0.720	0.140	0.020	0.020
2010098.833	662.14	14.55	0.068	254.110	0.000	10.168	0.050	0.004	0.232	0.228	0.020	6.21	1.198	0.513	2.000	0.200	8.556	0.100	0.720	0.140	0.020	0.020
2010099.167	738.32	7.86	0.068	231.340	0.000	11.896	0.045	0.003	0.237	0.233	0.020	6.16	1.265	0.542	2.000	0.200	9.039	0.100	0.720	0.140	0.020	0.020
2010099.500	754.18	4.72	0.068	367.970	0.000	12.877	0.073	0.005	0.279	0.273	0.020	5.41	1.136	0.487	2.000	0.200	8.113	0.100	0.720	0.140	0.020	0.020
2010099.833	668.93	6.86	0.068	272.620	0.000	12.196	0.070	0.005	0.232	0.227	0.020	5.35	1.068	0.458	2.000	0.200	7.632	0.100	0.720	0.140	0.020	0.020
2010100.167	607.76	7.87	0.068	251.210	0.000	11.892	0.097	0.007	0.220	0.213	0.020	4.97	1.063	0.456	2.000	0.200	7.593	0.100	0.720	0.140	0.020	0.020
2010100.500	551.69	7.14	0.068	245.810	0.000	12.111	0.084	0.006	0.210	0.204	0.020	4.53	1.017	0.436	2.000	0.200	7.261	0.100	0.720	0.140	0.020	0.020
2010100.833	489.95	11.98	0.068	183.900	0.000	10.780	0.073	0.005	0.190	0.185	0.020	4.35	0.914	0.392	2.000	0.200	6.526	0.100	0.720	0.140	0.020	0.020
2010101.167	429.06	13.31	0.068	177.800	0.000	10.456	0.072	0.005	0.174	0.169	0.020	4.31	0.859	0.368	2.000	0.200	6.133	0.100	0.720	0.140	0.020	0.020
2010101.500	377.23	10.36	0.068	154.260	0.000	11.197	0.087	0.006	0.167	0.160	0.020	4.47	0.938	0.402	2.000	0.200	6.703	0.100	0.720	0.140	0.020	0.020
2010101.833	346.93	10.84	0.068	133.960	0.000	11.069	0.091	0.007	0.161	0.154	0.020	4.47	0.945	0.405	2.000	0.200	6.750	0.100	0.720	0.140	0.020	0.020
2010102.167	315.77	12.42	0.068	317.880	0.000	10.671	0.098	0.007	0.278	0.271	0.020	4.57	1.040	0.446	2.000	0.200	7.428	0.100	0.720	0.140	0.020	0.020
2010102.417	293.12	11.52	0.068	128.760	0.000	10.895	0.078	0.006	0.158	0.153	0.020	4.82	0.953	0.409	2.000	0.200	6.808	0.100	0.720	0.140	0.020	0.020
2010102.500	277.40	11.40	0.068	114.950	0.000	10.925	0.114	0.008	0.155	0.147	0.020	4.82	0.926	0.397	2.000	0.200	6.614	0.100	0.720	0.140	0.020	0.020
2010103.500	154.80	5.50	0.068	91.470	0.000	12.622	0.092	0.007	0.099	0.092	0.020	5.16	0.925	0.396	2.000	0.200	6.607	0.100	0.720	0.140	0.020	0.020
2010104.500	106.74	7.40	0.068	63.432	0.000	12.032	0.104	0.007	0.067	0.060	0.020	5.27	0.926	0.397	2.000	0.200	6.615	0.100	0.720	0.140	0.020	0.020
2010105.500	100.42	9.70	0.068	57.692	0.000	11.375	0.095	0.007	0.061	0.054	0.020	5.24	0.889	0.381	2.000	0.200	6.352	0.100	0.720	0.140	0.020	0.020
2010106.500	82.41	12.10	0.068	87.665	0.000	10.749	0.087	0.006	0.077	0.070	0.020	4.83	0.979	0.420	2.000	0.200	6.996	0.100	0.720	0.140	0.020	0.020
2010107.500	64.88	5.20	0.068	43.150	0.000	12.719	0.085	0.006	0.051	0.045	0.020	4.21	0.735	0.315	2.000	0.200	5.251	0.100	0.720	0.140	0.020	0.020
2010108.500	62.59	5.50	0.068	36.649	0.000	12.622	0.052	0.004	0.057	0.053	0.020	3.81	0.686	0.294	2.000	0.200	4.902	0.100	0.720	0.140	0.020	0.020
2010109.167	50.75	7.50	0.068	43.181	0.000	12.003	0.044	0.003	0.061	0.058	0.020	3.70	0.674	0.289	2.000	0.200	4.817	0.100	0.720	0.140	0.020	0.020
2010109.417	46.84	7.00	0.068	30.368	0.000	12.154	0.037	0.003	0.058	0.056	0.020	3.70	0.662	0.284	2.000	0.200	4.726	0.100	0.720	0.140	0.020	0.020
2010109.500	46.22	7.50	0.068	62.358	0.000	12.003	0.032	0.002	0.078	0.075	0.020	3.75	0.711	0.305	2.000	0.200	5.079	0.100	0.720	0.140	0.020	0.020
2010110.500	49.39	6.60	0.068	43.859	0.000	12.276	0.006	0.000	0.074	0.074	0.020	3.25	0.673	0.288	2.000	0.200	4.806	0.100	0.720	0.140	0.020	0.020
2010111.500	50.07	8.30	0.068	42.175	0.000	11.768	0.003	0.000	0.058	0.057	0.020	3.12	0.651	0.279	2.000	0.200	4.653	0.100	0.720	0.140	0.020	0.020
2010112.500	40.70	5.20	0.068	31.716	0.000	12.719	0.005	0.000	0.048	0.048	0.020	2.97	0.632	0.271	2.000	0.200	4.511	0.100	0.720	0.140	0.020	0.020
2010113.500	40.70	6.30	0.068	31.419	0.000	12.369	0.003	0.000	0.046	0.046	0.020	2.84	0.591	0.253	2.000	0.200	4.220	0.100	0.720	0.140	0.020	0.020
2010114.500	41.89	9.00	0.068	28.125	0.000	11.569	0.002	0.000	0.045	0.045	0.020	2.83	0.629	0.270	2.000	0.200	4.496	0.100	0.720	0.140	0.020	0.020
2010115.500	69.47	7.50	0.068	34.773	0.000	12.003	0.004	0.000	0.051	0.050	0.020	3.05	0.650	0.279	2.000	0.200	4.644	0.100	0.720	0.140	0.020	0.020
2010115.833	108.61	7.90	0.068	68.925	0.000	11.883	0.002	0.000	0.081	0.081	0.020	3.46	0.652	0.280	2.000	0.200	4.659	0.100	0.720	0.140	0.020	0.020
2010116.167	250.01	7.40	0.068	162.190	0.000	12.032	0.034	0.002	0.169	0.167	0.020	5.08	0.947	0.406	2.000	0.200	6.762	0.100	0.720	0.140	0.020	0.020
2010116.417	529.60	7.10	0.068	145.600	0.000	12.123	0.043	0.003	0.168	0.165	0.020	6.03	1.131	0.485	2.000	0.200	8.076	0.100	0.720	0.140	0.020	0.020
2010116.500	585.67	7.40	0.068	178.080	0.000	12.032	0.048	0.003	0.176	0.172	0.020	6.56	1.218	0.522	2.000	0.200	8.702	0.100	0.720	0.140	0.020	0.020
2010116.833	888.13	8.31	0.068	270.160	0.000	11.766	0.028	0.002	0.239	0.237	0.020	7.02	1.346	0.577	2.000	0.200	9.612	0.100	0.720	0.140	0.020	0.020
2010117.167	994.90	8.70	0.068	360.360	0.000	11.653	0.080	0.006	0.275	0.269	0.020	6.79	1.388	0.595	2.000	0.200	9.913	0.100	0.720	0.140	0.020	0.020
2010117.500	999.15	4.80	0.068	284.150	0.000	12.851	0.103	0.007	0.238	0.231	0.020	6.87	1.324	0.567	2.000	0.200	9.456	0.100	0.720	0.140	0.020	0.020
2010117.833	952.42	7.10	0.068	282.310	0.000	12.122	0.115	0.008	0.251	0.242	0.020	6.54	1.356	0.581	2.000	0.200	9.689	0.100	0.720	0.140	0.020	0.020
2010118.167	814.78	5.80	0.068	229.070	0.000	12.527	0.121	0.009	0.217	0.208	0.020	6.51	1.240	0.532	2.000	0.200	8.861	0.100	0.720	0.140	0.020	0.020
2010118.500	742.28	7.10	0.068	268.110	0.000	12.123	0.113	0.008	0.233	0.224	0.020	6.43	1.250	0.536	2.000	0.200	8.927	0.100	0.720	0.140	0.020	0.020
2010118.583	640.05	7.50	0.068	187.400	0.000	12.003	0.145	0.010	0.161	0.151	0.020	6.85	1.232	0.528	2.000	0.200	8.797	0.100	0.720	0.140	0.020	0.020
2010118.833	565.28	9.40	0.068	167.660	0.000	11.458	0.124	0.009	0.172	0.163	0.020	6.74	1.219	0.523	2.000	0.200	8.709	0.100	0.720	0.140	0.020	0.020
2010119.167	495.61	9.21	0.068	141.410	0.000	11.511	0.133	0.010	0.154	0.144	0.020	6.90	1.266	0.543	2.000	0.200	9.045	0.100	0.720	0.140	0.020	0.020
2010119.375	413.48	8.70	0.068	130.960	0.000	11.653	0.148	0.011	0.131	0.121	0.020	7.67	1.283	0.550	2.000	0.200	9.164	0.100	0.720	0.140	0.020	0.020
2010119.500	358.26	8.60	0.068	139.070	0.000	11.682	0.134	0.010	0.145	0.135	0.020	6.95	1.256	0.538	2.000	0.200	8.969	0.100	0.720	0.140	0.020	0.020
2010119.833	329.93	11.00	0.068	115.970	0.000	11.029	0.128	0.009	0.130	0.121	0.020	7.11	1.314	0.563	2.000	0.200	9.382	0.100	0.720	0.140	0.020	0.020
2010120.167	288.87	10.51	0.068	97.148	0.000	11.158	0.134	0.010	0.116	0.106	0.020	7.34	1.276	0.547	2.000	0.200	9.117	0.100	0.720	0.140	0.020	0.020
2010120.375	337.02	10.90	0.068	91.519	0.000	11.054	0.135	0.010	0.108	0.098	0.020	7.91	1.273	0.546	2.000	0.200	9.094	0.100	0.720	0.140	0.020	0.020
2010120.500	329.93	11.70	0.068	93.346	0.000	10.849	0.133	0.010	0.115	0.106	0.020	7.22	1.259	0.540	2.000	0.200	8.993	0.100	0.720	0.140	0.020	0.020
2010120.833	288.87	14.51	0.068	78.671	0.000	10.178	0.128	0.009	0.099	0.090	0.020	7.35	1.269	0.544	2.000	0.200	9.061	0.100	0.720	0.140	0.020	0.020
2010121.167	274.74	14.00	0.068	63.200	0.000	10.294	0.122	0.009	0.087	0.078	0.020	7.07	1.220	0.523	2.000	0.200	8.715	0.100	0.720	0.140	0.020	0.020
2010121.458	254.09	14.22	0.068	63.583	0.000	10.245	0.135	0.010	0.080	0.071	0.020	7.47	1.225	0.525	2.000	0.200	8.747	0.100	0.720	0.140	0.020	0.020
2010121.500	254.09	16.20	0.068	57.815	0.000	9.809	0.119	0.009	0.084	0.075	0.020	7.08	1.231	0.528	2.000	0.200	8.795	0.100	0.720	0.140	0.020	0.020
2010122.417	179.27	13.30	0.068	40.750	0.000	10.458	0.126	0.009	0.053	0.044	0.020	7.07	1.085	0.465	2.000	0.200	7.752	0.100	0.720	0.140	0.020	0.020
2010122.500	179.27	13.30	0.068	50.359	0.000	10.458	0.116	0.008	0.065	0.056	0.020	6.71	1.019	0.437	2.000	0.200	7.280	0.100	0.720	0.140	0.020	0.020
2010123.167	230.25	14.20	0.068	55.984	0.000	10.249	0.106	0.008	0.067	0.059	0.020	6.41	1.090	0.467	2.000	0.200	7.783	0.100	0.720	0.140	0.020	0.020
2010123.417	252.73	12.10	0.068	50.338	0.000	10.748	0.098	0.007	0.065	0.058	0.020	6.17	1.012	0.434	2.000	0.200	7.230	0.100	0.720	0.140	0.020	0.020
2010123.500	267.80	11.90	0.068	51.556	0.000	10.799	0.101	0.007	0.061	0.054	0.020	6.44	1.108	0.475	2.000	0.200	7.914	0.100	0.720	0.140	0.020	0.020
2010124.500	287.60	12.10	0.068	58.064	0.000	10.749	0.084	0.006	0.062	0.056	0.020	5.87	1.042	0.447	2.000	0.200	7.444	0.100	0.720	0.140	0.020	0.020
2010125.500	276.13	13.30	0.068	68.224	0.000	10.458	0.079	0.006	0.067	0.061	0.020	5.94	1.027	0.440	2.000	0.200	7.334	0.100	0.720	0.140	0.020	0.020
2010126.500	235.34	13.30	0.068	69.288	0.000	10.458	0.081	0.006	0.069	0.063	0.020	5.42	0.941	0.403	2.000	0.200	6.718	0.100	0.720	0.140	0.020	0.020
2010127.500	166.81	11.00	0.068	46.448	0.000	11.028	0.074	0.005	0.054	0.049	0.020	5.13	0.864	0.370	2.000	0.200	6.170	0.100	0.720	0.140	0.020	0.020
2010128.500	200.40	10.30	0.068	59.306	0.000	11.213	0.074	0.005	0.061	0.055	0.020	5.26	0.908	0.389	2.000	0.200	6.483	0.100	0.720	0.140	0.020	0.020
2010129.500	167.94	4.60	0.068	46.647	0.000	12.917	0.068	0.005	0.053	0.048	0.020	5.30	0.899	0.385	2.000	0.200	6.419	0.100	0.720	0.140	0.020	0.020
2010130.167	113.28	11.00	0.068	42.406	0.000	11.028	0.066	0.005	0.055	0.050	0.020	5.30	0.881	0.378	2.000	0.200	6.294	0.100	0.720	0.140	0.020	0.020
2010130.417	104.87	7.40	0.068	91.191	0.000	12.031	0.066	0.005	0.074	0.069	0.020	5.27	0.950	0.407	2.000	0.200	6.784	0.100	0.720	0.140	0.020	0.020
2010130.500	105.81	7.80	0.068	47.619	0.000	11.914	0.060	0.004	0.063	0.059	0.020	5.14	0.895	0.383	2.000	0.200	6.390	0.100	0.720	0.140	0.020	0.020
2010131.500	122.63	10.10	0.068	59.203	0.000	11.266	0.065	0.005	0.066	0.061	0.020	4.98	0.886	0.380	2.000	0.200	6.332	0.100	0.720	0.140	0.020	0.020
2010132.500	403.57	7.90	0.068	103.010	0.000	11.884	0.041	0.003	0.103	0.100	0.020	7.79	1.306	0.560	2.000	0.200	9.328	0.100	0.720	0.140	0.020	0.020
2010132.833	418.58	8.30	0.068	106.850	0.000	11.768	0.063	0.005	0.097	0.092	0.020	8.14	1.340	0.574	2.000	0.200	9.570	0.100	0.720	0.140	0.020	0.020
2010133.167	480.88	8.70	0.068	101.030	0.000	11.653	0.063	0.005	0.093	0.088	0.020	7.48	1.229	0.527	2.000	0.200	8.780	0.100	0.720	0.140	0.020	0.020
2010133.500	651.94	9.00	0.068	182.640	0.000	11.569	0.068	0.005	0.138	0.133	0.020	7.33	1.255	0.538	2.000	0.200	8.964	0.100	0.720	0.140	0.020	0.020
2010133.833	611.16	12.33	0.068	208.110	0.000	10.693	0.075	0.005	0.158	0.153	0.020	7.62	1.289	0.553	2.000	0.200	9.211	0.100	0.720	0.140	0.020	0.020
2010134.167	561.88	13.11	0.068	218.700	0.000	10.504	0.070	0.005	0.170	0.165	0.020	7.56	1.303	0.559	2.000	0.200	9.309	0.100	0.720	0.140	0.020	0.020
2010134.500	556.78	13.90	0.068	213.610	0.000	10.317	0.052	0.004	0.170	0.166	0.020	7.89	1.361	0.583	2.000	0.200	9.723	0.100	0.720	0.140	0.020	0.020
2010134.833	634.95	14.30	0.068	261.900	0.000	10.226	0.082	0.006	0.205	0.199	0.020	7.71	1.401	0.601	2.000	0.200	10.008	0.100	0.720	0.140	0.020	0.020
2010135.167	668.93	13.20	0.068	287.020	0.000	10.482	0.093	0.007	0.235	0.228	0.020	7.79	1.404	0.602	2.000	0.200	10.026	0.100	0.720	0.140	0.020	0.020
2010135.500	665.53	11.40	0.068	229.600	0.000	10.925	0.094	0.007	0.204	0.197	0.020	7.88	1.395	0.598	2.000	0.200	9.962	0.100	0.720	0.140	0.020	0.020
2010135.833	616.26	12.60	0.068	243.560	0.000	10.626	0.092	0.007	0.199	0.192	0.020	7.48	1.320	0.566	2.000	0.200	9.429	0.100	0.720	0.140	0.020	0.020
2010136.167	558.48	12.00	0.068	227.780	0.000	10.774	0.088	0.006	0.187	0.181	0.020	7.46	1.312	0.562	2.000	0.200	9.373	0.100	0.720	0.140	0.020	0.020
