!-----------------------------------------------------																				
!Lake Erie 2002-14																		
!Inflow	(Maumee	River)																		
!File prepared by LL																	
!-----------------------------------------------------																				
22	data	sets																			
0	seconds	between	data																		
2010136.500	475.79	10.20	0.068	216.740	0.000	11.239	0.095	0.007	0.176	0.169	0.020	7.67	1.391	0.596	2.000	0.200	9.936	0.100	0.720	0.140	0.020	0.020
2010137.167	349.76	11.00	0.068	133.710	0.000	11.027	0.093	0.007	0.127	0.120	0.020	7.87	1.326	0.568	2.000	0.200	9.472	0.100	0.720	0.140	0.020	0.020
2010137.417	327.10	11.70	0.068	150.760	0.000	10.849	0.098	0.007	0.126	0.119	0.020	7.48	1.254	0.538	2.000	0.200	8.959	0.100	0.720	0.140	0.020	0.020
2010137.500	321.44	11.40	0.068	140.030	0.000	10.925	0.107	0.008	0.115	0.108	0.020	7.30	1.666	0.714	2.000	0.200	11.901	0.100	0.720	0.140	0.020	0.020
2010137.833	312.94	11.40	0.068	134.870	0.000	10.925	0.100	0.007	0.116	0.109	0.020	7.13	1.761	0.755	2.000	0.200	12.576	0.100	0.720	0.140	0.020	0.020
2010138.167	341.26	10.60	0.068	130.780	0.000	11.133	0.097	0.007	0.115	0.108	0.020	7.32	1.919	0.822	2.000	0.200	13.708	0.100	0.720	0.140	0.020	0.020
2010138.500	565.28	10.60	0.068	161.530	0.000	11.133	0.092	0.007	0.138	0.131	0.020	8.05	2.112	0.905	2.000	0.200	15.087	0.100	0.720	0.140	0.020	0.020
2010138.833	688.47	10.20	0.068	193.920	0.000	11.239	0.093	0.007	0.169	0.162	0.020	8.45	2.205	0.945	2.000	0.200	15.748	0.100	0.720	0.140	0.020	0.020
2010139.167	781.08	10.20	0.068	191.000	0.000	11.239	0.077	0.006	0.175	0.169	0.020	8.16	2.104	0.902	2.000	0.200	15.032	0.100	0.720	0.140	0.020	0.020
2010139.500	766.36	10.20	0.068	240.440	0.000	11.239	0.072	0.005	0.186	0.181	0.020	7.34	1.942	0.832	2.000	0.200	13.875	0.100	0.720	0.140	0.020	0.020
2010139.833	742.28	11.31	0.068	281.700	0.000	10.949	0.084	0.006	0.212	0.205	0.020	7.22	1.912	0.819	2.000	0.200	13.657	0.100	0.720	0.140	0.020	0.020
2010140.167	674.03	12.80	0.068	246.810	0.000	10.576	0.100	0.007	0.201	0.194	0.020	7.69	1.812	0.776	2.000	0.200	12.941	0.100	0.720	0.140	0.020	0.020
2010140.500	602.66	12.60	0.068	206.410	0.000	10.626	0.100	0.007	0.180	0.173	0.020	8.08	1.940	0.831	2.000	0.200	13.858	0.100	0.720	0.140	0.020	0.020
2010140.833	526.76	18.00	0.068	175.740	0.000	9.442	0.096	0.007	0.158	0.151	0.020	8.24	1.739	0.745	2.000	0.200	12.420	0.100	0.720	0.140	0.020	0.020
2010141.167	487.11	18.09	0.068	161.760	0.000	9.425	0.094	0.007	0.146	0.139	0.020	8.07	1.821	0.781	2.000	0.200	13.009	0.100	0.720	0.140	0.020	0.020
2010141.500	451.43	14.70	0.068	163.800	0.000	10.135	0.102	0.007	0.140	0.133	0.020	8.19	1.797	0.770	2.000	0.200	12.836	0.100	0.720	0.140	0.020	0.020
2010141.833	437.84	16.21	0.068	143.010	0.000	9.808	0.103	0.007	0.134	0.127	0.020	8.14	1.818	0.779	2.000	0.200	12.987	0.100	0.720	0.140	0.020	0.020
2010142.167	458.79	15.21	0.068	140.760	0.000	10.023	0.101	0.007	0.133	0.126	0.020	8.45	1.780	0.763	2.000	0.200	12.712	0.100	0.720	0.140	0.020	0.020
2010142.500	643.44	14.50	0.068	175.100	0.000	10.180	0.099	0.007	0.157	0.149	0.020	8.48	1.799	0.771	2.000	0.200	12.852	0.100	0.720	0.140	0.020	0.020
2010142.833	769.75	18.30	0.068	216.890	0.000	9.383	0.095	0.007	0.178	0.171	0.020	8.25	1.664	0.713	2.000	0.200	11.884	0.100	0.720	0.140	0.020	0.020
2010143.167	848.48	16.60	0.068	238.590	0.000	9.726	0.095	0.007	0.194	0.187	0.020	7.84	1.563	0.670	2.000	0.200	11.166	0.100	0.720	0.140	0.020	0.020
2010143.500	898.90	15.70	0.068	336.020	0.000	9.916	0.097	0.007	0.240	0.233	0.020	6.05	1.387	0.595	2.000	0.200	9.910	0.100	0.720	0.140	0.020	0.020
2010143.833	940.53	17.20	0.068	377.520	0.000	9.602	0.088	0.006	0.284	0.278	0.020	4.27	1.055	0.452	2.000	0.200	7.535	0.100	0.720	0.140	0.020	0.020
2010144.167	880.20	16.00	0.068	293.870	0.000	9.852	0.093	0.007	0.234	0.227	0.020	4.00	0.864	0.370	2.000	0.200	6.175	0.100	0.720	0.140	0.020	0.020
2010144.417	820.73	16.10	0.068	247.340	0.000	9.831	0.078	0.006	0.205	0.200	0.020	3.93	0.786	0.337	2.000	0.200	5.616	0.100	0.720	0.140	0.020	0.020
2010144.500	812.80	16.50	0.068	227.950	0.000	9.746	0.110	0.008	0.190	0.182	0.020	4.04	1.351	0.579	2.000	0.200	9.648	0.100	0.720	0.140	0.020	0.020
2010144.833	761.26	17.20	0.068	203.910	0.000	9.603	0.112	0.008	0.184	0.176	0.020	3.90	1.235	0.529	2.000	0.200	8.820	0.100	0.720	0.140	0.020	0.020
2010145.167	722.74	16.50	0.068	173.000	0.000	9.746	0.113	0.008	0.163	0.155	0.020	4.28	1.220	0.523	2.000	0.200	8.715	0.100	0.720	0.140	0.020	0.020
2010145.500	674.03	16.10	0.068	172.280	0.000	9.830	0.125	0.009	0.161	0.152	0.020	4.76	1.268	0.543	2.000	0.200	9.054	0.100	0.720	0.140	0.020	0.020
2010145.833	638.35	17.60	0.068	156.080	0.000	9.522	0.122	0.009	0.141	0.133	0.020	4.88	1.137	0.487	2.000	0.200	8.124	0.100	0.720	0.140	0.020	0.020
2010146.167	594.17	18.10	0.068	144.390	0.000	9.423	0.123	0.009	0.138	0.129	0.020	4.92	1.096	0.470	2.000	0.200	7.829	0.100	0.720	0.140	0.020	0.020
2010146.500	565.28	17.60	0.068	139.460	0.000	9.522	0.123	0.009	0.135	0.126	0.020	4.86	1.029	0.441	2.000	0.200	7.352	0.100	0.720	0.140	0.020	0.020
2010147.500	442.93	19.60	0.068	103.410	0.000	9.138	0.119	0.009	0.109	0.100	0.020	4.46	0.876	0.376	2.000	0.200	6.260	0.100	0.720	0.140	0.020	0.020
2010148.500	406.68	17.60	0.068	141.530	0.000	9.522	0.113	0.008	0.124	0.116	0.020	3.97	0.796	0.341	2.000	0.200	5.689	0.100	0.720	0.140	0.020	0.020
2010149.500	396.49	17.90	0.068	94.359	0.000	9.462	0.102	0.007	0.091	0.083	0.020	3.71	0.727	0.311	2.000	0.200	5.190	0.100	0.720	0.140	0.020	0.020
2010150.500	341.26	18.80	0.068	68.158	0.000	9.288	0.095	0.007	0.070	0.063	0.020	4.38	0.801	0.343	2.000	0.200	5.719	0.100	0.720	0.140	0.020	0.020
2010151.167	288.87	21.50	0.068	52.993	0.000	8.799	0.097	0.007	0.054	0.047	0.020	4.34	0.748	0.321	2.000	0.200	5.345	0.100	0.720	0.140	0.020	0.020
2010151.458	234.07	21.50	0.068	61.356	0.000	8.800	0.094	0.007	0.064	0.057	0.020	4.06	0.699	0.300	2.000	0.200	4.993	0.100	0.720	0.140	0.020	0.020
2010151.500	227.70	21.40	0.068	68.998	0.000	8.817	0.097	0.007	0.068	0.061	0.020	4.05	0.742	0.318	2.000	0.200	5.299	0.100	0.720	0.140	0.020	0.020
2010152.167	274.74	20.30	0.068	84.745	0.000	9.011	0.099	0.007	0.084	0.077	0.020	4.16	0.774	0.332	2.000	0.200	5.526	0.100	0.720	0.140	0.020	0.020
2010152.500	335.60	19.80	0.068	85.148	0.000	9.101	0.104	0.007	0.091	0.083	0.020	4.26	0.805	0.345	2.000	0.200	5.753	0.100	0.720	0.140	0.020	0.020
2010152.833	310.11	21.11	0.068	180.240	0.000	8.868	0.106	0.008	0.160	0.153	0.020	5.01	1.001	0.429	2.000	0.200	7.149	0.100	0.720	0.140	0.020	0.020
2010153.167	298.78	21.30	0.068	127.340	0.000	8.834	0.111	0.008	0.138	0.130	0.020	5.22	0.992	0.425	2.000	0.200	7.086	0.100	0.720	0.140	0.020	0.020
2010153.500	362.50	20.60	0.068	110.150	0.000	8.957	0.116	0.008	0.118	0.109	0.020	5.25	1.033	0.443	2.000	0.200	7.378	0.100	0.720	0.140	0.020	0.020
2010154.500	406.68	18.30	0.068	113.320	0.000	9.384	0.102	0.007	0.103	0.096	0.020	5.02	0.936	0.401	2.000	0.200	6.688	0.100	0.720	0.140	0.020	0.020
2010155.500	286.32	18.00	0.068	86.911	0.000	9.443	0.107	0.008	0.085	0.077	0.020	4.71	0.843	0.361	2.000	0.200	6.022	0.100	0.720	0.140	0.020	0.020
2010156.500	190.82	20.30	0.068	64.356	0.000	9.011	0.129	0.009	0.072	0.063	0.020	5.34	0.939	0.403	2.000	0.200	6.709	0.100	0.720	0.140	0.020	0.020
2010157.500	213.88	17.60	0.068	116.930	0.000	9.522	0.140	0.010	0.106	0.096	0.020	5.96	1.046	0.448	2.000	0.200	7.472	0.100	0.720	0.140	0.020	0.020
2010158.167	226.42	14.70	0.068	88.607	0.000	10.135	0.129	0.009	0.092	0.082	0.020	5.75	0.982	0.421	2.000	0.200	7.015	0.100	0.720	0.140	0.020	0.020
2010158.417	227.70	13.70	0.068	107.100	0.000	10.364	0.118	0.008	0.116	0.107	0.020	5.88	1.027	0.440	2.000	0.200	7.335	0.100	0.720	0.140	0.020	0.020
2010158.500	226.42	14.10	0.068	112.910	0.000	10.271	0.132	0.009	0.099	0.090	0.020	6.33	1.135	0.486	2.000	0.200	8.107	0.100	0.720	0.140	0.020	0.020
2010159.500	250.01	16.00	0.068	67.044	0.000	9.852	0.110	0.008	0.068	0.060	0.020	6.92	1.179	0.505	2.000	0.200	8.419	0.100	0.720	0.140	0.020	0.020
2010160.500	231.52	16.00	0.068	102.340	0.000	9.852	0.103	0.007	0.086	0.078	0.020	6.34	1.048	0.449	2.000	0.200	7.484	0.100	0.720	0.140	0.020	0.020
2010161.500	322.85	18.10	0.068	114.280	0.000	9.423	0.112	0.008	0.107	0.099	0.020	7.08	1.185	0.508	2.000	0.200	8.464	0.100	0.720	0.140	0.020	0.020
2010162.500	338.43	17.60	0.068	98.943	0.000	9.522	0.113	0.008	0.093	0.085	0.020	6.38	1.112	0.477	2.000	0.200	7.945	0.100	0.720	0.140	0.020	0.020
2010163.500	315.77	20.30	0.068	93.046	0.000	9.011	0.105	0.008	0.083	0.076	0.020	5.90	1.031	0.442	2.000	0.200	7.362	0.100	0.720	0.140	0.020	0.020
2010164.500	349.76	18.30	0.068	115.270	0.000	9.384	0.188	0.014	0.113	0.100	0.020	6.83	1.254	0.537	2.000	0.200	8.954	0.100	0.720	0.140	0.020	0.020
2010165.167	384.03	19.70	0.068	181.550	0.000	9.120	0.111	0.008	0.158	0.150	0.020	6.53	1.146	0.491	2.000	0.200	8.186	0.100	0.720	0.140	0.020	0.020
2010165.458	421.98	19.10	0.068	145.010	0.000	9.231	0.120	0.009	0.126	0.117	0.020	6.48	1.114	0.477	2.000	0.200	7.956	0.100	0.720	0.140	0.020	0.020
2010165.500	421.98	19.50	0.068	148.560	0.000	9.157	0.126	0.009	0.129	0.120	0.020	6.83	1.188	0.509	2.000	0.200	8.485	0.100	0.720	0.140	0.020	0.020
2010166.500	312.94	19.60	0.068	125.780	0.000	9.138	0.119	0.009	0.101	0.093	0.020	6.80	1.185	0.508	2.000	0.200	8.464	0.100	0.720	0.140	0.020	0.020
2010167.500	437.84	21.10	0.068	144.310	0.000	8.869	0.129	0.009	0.122	0.113	0.020	6.40	1.159	0.497	2.000	0.200	8.276	0.100	0.720	0.140	0.020	0.020
2010168.500	358.26	17.50	0.068	144.750	0.000	9.542	0.126	0.009	0.119	0.109	0.020	6.53	1.181	0.506	2.000	0.200	8.437	0.100	0.720	0.140	0.020	0.020
2010169.500	310.11	18.90	0.068	118.160	0.000	9.269	0.128	0.009	0.111	0.102	0.020	5.67	1.041	0.446	2.000	0.200	7.433	0.100	0.720	0.140	0.020	0.020
2010170.500	230.25	21.70	0.068	92.793	0.000	8.766	0.130	0.009	0.093	0.083	0.020	5.46	1.003	0.430	2.000	0.200	7.167	0.100	0.720	0.140	0.020	0.020
2010171.500	182.67	21.50	0.068	94.117	0.000	8.800	0.150	0.011	0.092	0.082	0.020	4.84	0.881	0.377	2.000	0.200	6.290	0.100	0.720	0.140	0.020	0.020
2010172.167	145.51	22.70	0.068	69.259	0.000	8.598	0.151	0.011	0.085	0.074	0.020	4.42	0.813	0.349	2.000	0.200	5.809	0.100	0.720	0.140	0.020	0.020
2010172.417	142.45	21.40	0.068	73.958	0.000	8.817	0.153	0.011	0.083	0.072	0.020	4.56	0.813	0.348	2.000	0.200	5.806	0.100	0.720	0.140	0.020	0.020
2010172.500	143.47	21.40	0.068	81.611	0.000	8.817	0.158	0.011	0.087	0.076	0.020	4.53	0.825	0.354	2.000	0.200	5.894	0.100	0.720	0.140	0.020	0.020
2010173.500	141.43	21.50	0.068	78.651	0.000	8.800	0.148	0.011	0.085	0.074	0.020	4.46	0.813	0.349	2.000	0.200	5.810	0.100	0.720	0.140	0.020	0.020
2010174.500	115.15	22.70	0.068	74.190	0.000	8.598	0.145	0.010	0.085	0.074	0.020	4.11	0.745	0.319	2.000	0.200	5.321	0.100	0.720	0.140	0.020	0.020
2010175.500	99.55	21.50	0.068	71.283	0.000	8.800	0.137	0.010	0.088	0.078	0.020	3.45	0.647	0.277	2.000	0.200	4.621	0.100	0.720	0.140	0.020	0.020
2010176.500	85.81	19.90	0.068	66.413	0.000	9.083	0.142	0.010	0.078	0.067	0.020	3.26	0.607	0.260	2.000	0.200	4.339	0.100	0.720	0.140	0.020	0.020
2010177.500	80.71	21.90	0.068	51.671	0.000	8.732	0.105	0.008	0.077	0.069	0.020	3.14	0.626	0.268	2.000	0.200	4.472	0.100	0.720	0.140	0.020	0.020
2010178.500	72.61	23.30	0.068	51.109	0.000	8.501	0.114	0.008	0.074	0.065	0.020	3.22	0.621	0.266	2.000	0.200	4.439	0.100	0.720	0.140	0.020	0.020
2010179.167	108.61	23.10	0.068	51.258	0.000	8.533	0.114	0.008	0.066	0.057	0.020	3.24	0.611	0.262	2.000	0.200	4.364	0.100	0.720	0.140	0.020	0.020
2010179.417	146.53	22.20	0.068	58.139	0.000	8.680	0.115	0.008	0.069	0.061	0.020	3.42	0.621	0.266	2.000	0.200	4.432	0.100	0.720	0.140	0.020	0.020
2010179.500	152.65	22.70	0.068	68.520	0.000	8.598	0.126	0.009	0.067	0.058	0.020	3.55	0.668	0.286	2.000	0.200	4.772	0.100	0.720	0.140	0.020	0.020
2010179.833	173.61	25.10	0.068	52.941	0.000	8.220	0.113	0.008	0.060	0.052	0.020	3.79	0.699	0.300	2.000	0.200	4.994	0.100	0.720	0.140	0.020	0.020
2010180.167	164.54	22.32	0.068	58.997	0.000	8.662	0.110	0.008	0.062	0.054	0.020	4.04	0.745	0.319	2.000	0.200	5.321	0.100	0.720	0.140	0.020	0.020
2010180.500	175.87	18.10	0.068	63.627	0.000	9.423	0.105	0.008	0.066	0.058	0.020	3.95	0.736	0.315	2.000	0.200	5.258	0.100	0.720	0.140	0.020	0.020
2010180.833	218.86	19.15	0.068	70.599	0.000	9.221	0.099	0.007	0.072	0.065	0.020	4.03	0.736	0.316	2.000	0.200	5.260	0.100	0.720	0.140	0.020	0.020
2010181.167	274.74	20.40	0.068	77.212	0.000	8.993	0.107	0.008	0.080	0.073	0.020	4.61	0.839	0.360	2.000	0.200	5.992	0.100	0.720	0.140	0.020	0.020
2010181.500	266.41	17.30	0.068	77.083	0.000	9.582	0.102	0.007	0.072	0.065	0.020	3.36	0.633	0.271	2.000	0.200	4.522	0.100	0.720	0.140	0.020	0.020
2010181.833	271.96	18.81	0.068	84.178	0.000	9.287	0.105	0.008	0.078	0.071	0.020	3.89	0.700	0.300	2.000	0.200	5.001	0.100	0.720	0.140	0.020	0.020
2010182.167	234.07	19.90	0.068	74.148	0.000	9.083	0.099	0.007	0.072	0.064	0.020	3.71	0.663	0.284	2.000	0.200	4.738	0.100	0.720	0.140	0.020	0.020
2010182.500	189.63	19.70	0.068	65.048	0.000	9.120	0.089	0.006	0.073	0.066	0.020	3.49	0.651	0.279	2.000	0.200	4.649	0.100	0.720	0.140	0.020	0.020
2010183.500	131.29	20.30	0.068	63.936	0.000	9.011	0.091	0.007	0.079	0.072	0.020	3.23	0.616	0.264	2.000	0.200	4.402	0.100	0.720	0.140	0.020	0.020
2010184.500	72.61	21.10	0.068	58.823	0.000	8.869	0.096	0.007	0.072	0.065	0.020	3.08	0.598	0.256	2.000	0.200	4.270	0.100	0.720	0.140	0.020	0.020
2010185.500	67.18	22.20	0.068	53.824	0.000	8.681	0.082	0.006	0.077	0.071	0.020	2.58	0.528	0.226	2.000	0.200	3.770	0.100	0.720	0.140	0.020	0.020
2010186.500	54.15	23.80	0.068	56.910	0.000	8.421	0.077	0.006	0.094	0.088	0.020	2.57	0.564	0.242	2.000	0.200	4.028	0.100	0.720	0.140	0.020	0.020
2010186.833	52.79	28.10	0.068	53.643	0.000	7.788	0.070	0.005	0.072	0.067	0.020	2.45	0.492	0.211	2.000	0.200	3.518	0.100	0.720	0.140	0.020	0.020
2010187.167	46.22	27.30	0.068	50.882	0.000	7.899	0.080	0.006	0.070	0.064	0.020	2.54	0.506	0.217	2.000	0.200	3.618	0.100	0.720	0.140	0.020	0.020
2010187.500	44.97	24.30	0.068	53.846	0.000	8.343	0.074	0.005	0.083	0.078	0.020	2.49	0.580	0.248	2.000	0.200	4.141	0.100	0.720	0.140	0.020	0.020
2010188.500	32.00	26.00	0.068	63.700	0.000	8.086	0.063	0.005	0.082	0.077	0.020	2.45	0.603	0.258	2.000	0.200	4.305	0.100	0.720	0.140	0.020	0.020
2010189.500	34.27	25.40	0.068	49.701	0.000	8.175	0.049	0.004	0.071	0.068	0.020	2.34	0.512	0.219	2.000	0.200	3.658	0.100	0.720	0.140	0.020	0.020
2010190.500	45.60	24.70	0.068	32.586	0.000	8.281	0.053	0.004	0.062	0.058	0.020	2.27	0.498	0.213	2.000	0.200	3.557	0.100	0.720	0.140	0.020	0.020
2010191.500	36.53	25.30	0.068	39.000	0.000	8.190	0.061	0.004	0.053	0.049	0.020	2.35	0.488	0.209	2.000	0.200	3.487	0.100	0.720	0.140	0.020	0.020
2010192.500	49.39	23.80	0.068	36.852	0.000	8.421	0.064	0.005	0.053	0.049	0.020	2.35	0.492	0.211	2.000	0.200	3.518	0.100	0.720	0.140	0.020	0.020
2010193.167	40.70	26.10	0.068	30.572	0.000	8.071	0.062	0.004	0.049	0.044	0.020	2.28	0.469	0.201	2.000	0.200	3.349	0.100	0.720	0.140	0.020	0.020
2010193.417	39.51	24.60	0.068	31.062	0.000	8.296	0.057	0.004	0.050	0.045	0.020	2.25	0.458	0.196	2.000	0.200	3.274	0.100	0.720	0.140	0.020	0.020
2010193.500	40.10	23.50	0.068	36.093	0.000	8.469	0.063	0.005	0.053	0.049	0.020	2.04	0.458	0.196	2.000	0.200	3.272	0.100	0.720	0.140	0.020	0.020
2010194.500	45.60	25.30	0.068	29.712	0.000	8.190	0.076	0.005	0.057	0.052	0.020	2.26	0.512	0.219	2.000	0.200	3.655	0.100	0.720	0.140	0.020	0.020
2010195.500	27.83	22.30	0.068	46.605	0.000	8.664	0.072	0.005	0.057	0.052	0.020	2.21	0.477	0.204	2.000	0.200	3.405	0.100	0.720	0.140	0.020	0.020
2010196.500	28.33	24.60	0.068	31.714	0.000	8.296	0.042	0.003	0.072	0.068	0.020	1.72	0.453	0.194	2.000	0.200	3.239	0.100	0.720	0.140	0.020	0.020
2010197.500	25.80	24.90	0.068	31.853	0.000	8.250	0.024	0.002	0.059	0.057	0.020	1.43	0.415	0.178	2.000	0.200	2.963	0.100	0.720	0.140	0.020	0.020
2010198.500	24.40	24.30	0.068	33.106	0.000	8.343	0.003	0.000	0.073	0.073	0.020	0.79	0.356	0.152	2.000	0.200	2.542	0.100	0.720	0.140	0.020	0.020
2010199.500	21.59	25.40	0.068	45.900	0.000	8.175	0.004	0.000	0.085	0.085	0.020	0.67	0.360	0.154	2.000	0.200	2.569	0.100	0.720	0.140	0.020	0.020
2010200.167	18.65	24.21	0.068	45.871	0.000	8.357	0.003	0.000	0.081	0.081	0.020	0.61	0.335	0.143	2.000	0.200	2.391	0.100	0.720	0.140	0.020	0.020
2010200.417	17.41	24.20	0.068	34.445	0.000	8.358	0.003	0.000	0.086	0.085	0.020	0.44	0.346	0.148	2.000	0.200	2.472	0.100	0.720	0.140	0.020	0.020
2010200.500	17.41	24.50	0.068	25.641	0.000	8.312	0.006	0.000	0.063	0.062	0.020	0.52	0.288	0.123	2.000	0.200	2.058	0.100	0.720	0.140	0.020	0.020
2010201.500	13.08	22.20	0.068	32.473	0.000	8.681	0.003	0.000	0.083	0.083	0.020	0.37	0.363	0.156	2.000	0.200	2.594	0.100	0.720	0.140	0.020	0.020
2010202.500	22.53	24.30	0.068	34.351	0.000	8.343	0.008	0.001	0.086	0.085	0.020	0.23	0.338	0.145	2.000	0.200	2.415	0.100	0.720	0.140	0.020	0.020
2010203.500	22.53	24.60	0.068	44.854	0.000	8.296	0.002	0.000	0.093	0.092	0.020	0.13	0.342	0.147	2.000	0.200	2.445	0.100	0.720	0.140	0.020	0.020
2010204.500	24.87	26.60	0.068	53.571	0.000	7.999	0.002	0.000	0.100	0.100	0.020	0.01	0.324	0.139	2.000	0.200	2.316	0.100	0.720	0.140	0.020	0.020
2010205.500	39.51	25.00	0.068	55.387	0.000	8.235	0.006	0.000	0.094	0.093	0.020	0.32	0.313	0.134	2.000	0.200	2.237	0.100	0.720	0.140	0.020	0.020
2010206.500	28.33	23.70	0.068	53.784	0.000	8.437	0.037	0.003	0.078	0.076	0.020	0.57	0.301	0.129	2.000	0.200	2.152	0.100	0.720	0.140	0.020	0.020
2010207.167	25.33	23.40	0.068	37.716	0.000	8.484	0.015	0.001	0.080	0.079	0.020	0.45	0.279	0.120	2.000	0.200	1.995	0.100	0.720	0.140	0.020	0.020
2010207.417	24.87	23.40	0.068	37.290	0.000	8.484	0.028	0.002	0.093	0.091	0.020	0.50	0.299	0.128	2.000	0.200	2.139	0.100	0.720	0.140	0.020	0.020
2010207.500	24.40	23.70	0.068	49.000	0.000	8.437	0.035	0.003	0.070	0.068	0.020	0.49	0.284	0.122	2.000	0.200	2.028	0.100	0.720	0.140	0.020	0.020
2010208.500	35.40	23.80	0.068	53.875	0.000	8.421	0.029	0.002	0.074	0.072	0.020	0.25	0.233	0.100	2.000	0.200	1.664	0.100	0.720	0.140	0.020	0.020
2010209.500	48.09	24.60	0.068	45.546	0.000	8.296	0.022	0.002	0.094	0.092	0.020	0.01	0.273	0.117	2.000	0.200	1.951	0.100	0.720	0.140	0.020	0.020
2010210.500	40.10	21.40	0.068	46.078	0.000	8.817	0.042	0.003	0.078	0.075	0.020	0.01	0.216	0.092	2.000	0.200	1.540	0.100	0.720	0.140	0.020	0.020
2010211.500	38.32	23.00	0.068	62.124	0.000	8.549	0.032	0.002	0.086	0.084	0.020	0.00	0.231	0.099	2.000	0.200	1.647	0.100	0.720	0.140	0.020	0.020
2010212.500	42.48	23.40	0.068	58.991	0.000	8.485	0.035	0.002	0.093	0.090	0.020	0.00	0.214	0.092	2.000	0.200	1.526	0.100	0.720	0.140	0.020	0.020
2010213.500	38.91	23.70	0.068	57.171	0.000	8.437	0.034	0.002	0.087	0.085	0.020	0.01	0.216	0.093	2.000	0.200	1.543	0.100	0.720	0.140	0.020	0.020
2010214.167	28.84	24.60	0.068	41.988	0.000	8.296	0.020	0.001	0.076	0.075	0.020	0.00	0.189	0.081	2.000	0.200	1.347	0.100	0.720	0.140	0.020	0.020
2010214.417	27.83	24.50	0.068	47.483	0.000	8.312	0.026	0.002	0.085	0.083	0.020	0.00	0.218	0.094	2.000	0.200	1.560	0.100	0.720	0.140	0.020	0.020
2010214.500	27.32	25.30	0.068	45.778	0.000	8.190	0.037	0.003	0.088	0.085	0.020	0.00	0.244	0.104	2.000	0.200	1.741	0.100	0.720	0.140	0.020	0.020
2010215.500	33.14	25.40	0.068	39.593	0.000	8.175	0.051	0.004	0.082	0.079	0.020	0.00	0.244	0.105	2.000	0.200	1.746	0.100	0.720	0.140	0.020	0.020
2010216.500	26.81	25.10	0.068	31.565	0.000	8.220	0.052	0.004	0.081	0.077	0.020	0.00	0.217	0.093	2.000	0.200	1.551	0.100	0.720	0.140	0.020	0.020
2010217.500	21.13	24.90	0.068	26.344	0.000	8.250	0.056	0.004	0.073	0.069	0.020	0.00	0.195	0.084	2.000	0.200	1.393	0.100	0.720	0.140	0.020	0.020
2010218.500	30.87	22.60	0.068	23.746	0.000	8.615	0.046	0.003	0.077	0.074	0.020	0.00	0.185	0.079	2.000	0.200	1.324	0.100	0.720	0.140	0.020	0.020
2010219.500	58.34	23.10	0.068	33.755	0.000	8.533	0.051	0.004	0.102	0.098	0.020	0.00	0.190	0.081	2.000	0.200	1.354	0.100	0.720	0.140	0.020	0.020
2010220.500	72.61	23.00	0.068	41.548	0.000	8.549	0.016	0.001	0.101	0.100	0.020	0.00	0.208	0.089	2.000	0.200	1.487	0.100	0.720	0.140	0.020	0.020
2010221.167	51.43	25.80	0.068	40.112	0.000	8.116	0.003	0.000	0.099	0.099	0.020	0.00	0.214	0.092	2.000	0.200	1.530	0.100	0.720	0.140	0.020	0.020
2010221.417	49.39	24.60	0.068	34.020	0.000	8.296	0.047	0.003	0.082	0.078	0.020	0.00	0.211	0.091	2.000	0.200	1.509	0.100	0.720	0.140	0.020	0.020
2010221.500	48.71	24.30	0.068	40.268	0.000	8.343	0.056	0.004	0.074	0.070	0.020	0.00	0.217	0.093	2.000	0.200	1.549	0.100	0.720	0.140	0.020	0.020
2010222.500	32.57	25.10	0.068	43.438	0.000	8.220	0.032	0.002	0.083	0.081	0.020	0.00	0.231	0.099	2.000	0.200	1.648	0.100	0.720	0.140	0.020	0.020
2010223.500	28.33	25.10	0.068	38.216	0.000	8.220	0.034	0.002	0.080	0.078	0.020	0.00	0.218	0.094	2.000	0.200	1.560	0.100	0.720	0.140	0.020	0.020
2010224.500	29.86	24.30	0.068	39.603	0.000	8.343	0.050	0.004	0.074	0.071	0.020	0.01	0.196	0.084	2.000	0.200	1.398	0.100	0.720	0.140	0.020	0.020
2010225.500	28.84	24.50	0.068	47.570	0.000	8.312	0.063	0.005	0.068	0.064	0.020	0.01	0.192	0.082	2.000	0.200	1.368	0.100	0.720	0.140	0.020	0.020
2010226.500	28.33	24.30	0.068	39.370	0.000	8.343	0.061	0.004	0.071	0.066	0.020	0.02	0.200	0.086	2.000	0.200	1.428	0.100	0.720	0.140	0.020	0.020
2010227.500	22.53	24.30	0.068	37.336	0.000	8.343	0.061	0.004	0.071	0.067	0.020	0.01	0.199	0.085	2.000	0.200	1.419	0.100	0.720	0.140	0.020	0.020
2010228.167	23.93	26.10	0.068	30.392	0.000	8.072	0.059	0.004	0.061	0.056	0.020	0.01	0.173	0.074	2.000	0.200	1.235	0.100	0.720	0.140	0.020	0.020
2010228.417	25.80	23.70	0.068	33.653	0.000	8.436	0.054	0.004	0.075	0.071	0.020	0.00	0.188	0.080	2.000	0.200	1.341	0.100	0.720	0.140	0.020	0.020
2010228.500	26.31	23.00	0.068	25.834	0.000	8.549	0.071	0.005	0.061	0.056	0.020	0.02	0.170	0.073	2.000	0.200	1.216	0.100	0.720	0.140	0.020	0.020
